supported_index,query_id,query_id_s,model_id,model,benchmark_label,result_status,status,native_or_fallback,candidate_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_tanimoto,formula_accuracy,failed_prediction_count,missing_candidate_spectra,predicted_spectrum_count,ranked_rows,candidate_spectra_count,claim_guardrail
110,150,150,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,7703,6427.0,False,False,False,0.0001555935895441,0.1071428571428571,False,0.0,,7703.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
111,151,151,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,1793,830.0,False,False,False,0.0012048192771084,0.1636363636363636,True,8.0,,1785.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
112,155,155,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,9273,120.0,False,False,False,0.0083333333333333,0.1818181818181818,False,1.0,,9272.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
113,156,156,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,8995,417.0,False,False,False,0.0023980815347721,0.0898876404494382,False,1.0,,8994.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
114,157,157,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6956,15.0,False,False,False,0.0666666666666666,0.0862068965517241,False,0.0,,6956.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
115,158,158,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,3729,27.0,False,False,False,0.037037037037037,0.0849056603773584,False,0.0,,3729.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
116,159,159,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9633,4.0,False,True,True,0.25,0.1551724137931034,True,0.0,,9633.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
117,163,163,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,361,25.0,False,False,False,0.04,0.096,False,0.0,,361.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
118,164,164,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,9014,2.0,False,True,True,0.5,1.0,True,1.0,,9013.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
119,165,165,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,631,63.0,False,False,False,0.0158730158730158,0.8705882352941177,True,0.0,,631.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
120,166,166,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6879,86.0,False,False,False,0.0116279069767441,0.1702127659574468,True,0.0,,6879.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
121,169,169,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,4670,33.0,False,False,False,0.0303030303030303,0.6363636363636364,True,0.0,,4670.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
122,170,170,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,8301,1988.0,False,False,False,0.0005030181086519,0.024390243902439,True,0.0,,8301.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
123,171,171,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1728,15.0,False,False,False,0.0666666666666666,0.9090909090909092,True,0.0,,1728.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
124,172,172,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1959,372.0,False,False,False,0.0026881720430107,0.119047619047619,True,0.0,,1959.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
125,173,173,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,8918,2.0,False,True,True,0.5,1.0,True,0.0,,8918.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
126,176,176,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,2390,207.0,False,False,False,0.0048309178743961,0.6790123456790124,True,0.0,,2390.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
127,177,177,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,336,14.0,False,False,False,0.0714285714285714,0.912087912087912,True,2.0,,334.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
128,178,178,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,2608,154.0,False,False,False,0.0064935064935064,0.0704225352112676,True,1.0,,2607.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
129,179,179,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,8960,17.0,False,False,False,0.0588235294117647,0.1018518518518518,False,1.0,,8959.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
130,180,180,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6387,33.0,False,False,False,0.0303030303030303,0.6447368421052632,True,0.0,,6387.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
131,181,181,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9633,114.0,False,False,False,0.0087719298245614,0.1929824561403508,True,0.0,,9633.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
132,185,185,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6320,3801.0,False,False,False,0.0002630886608787,0.125,False,0.0,,6320.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
133,186,186,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9661,8.0,False,False,True,0.125,0.2545454545454545,True,0.0,,9661.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
134,187,187,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,8418,1.0,True,True,True,1.0,1.0,True,0.0,,8418.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
135,188,188,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6643,5787.0,False,False,False,0.000172801105927,0.1052631578947368,False,0.0,,6643.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
136,189,189,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,3839,73.0,False,False,False,0.0136986301369863,0.1126760563380281,False,0.0,,3839.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
137,190,190,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9134,120.0,False,False,False,0.0083333333333333,0.2,True,0.0,,9134.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
138,191,191,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1876,937.0,False,False,False,0.0010672358591248,0.0568181818181818,True,0.0,,1876.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
139,192,192,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,735,123.0,False,False,False,0.008130081300813,0.1031746031746031,True,6.0,,729.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
140,193,193,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,7937,2.0,False,True,True,0.5,1.0,True,0.0,,7937.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
141,194,194,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9378,4.0,False,True,True,0.25,0.4693877551020408,True,0.0,,9378.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
142,195,195,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1274,13.0,False,False,False,0.0769230769230769,1.0,True,0.0,,1274.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
143,196,196,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,4522,4.0,False,True,True,0.25,0.1176470588235294,True,0.0,,4522.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
144,199,199,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,4447,18.0,False,False,False,0.0555555555555555,0.1125,False,0.0,,4447.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
145,200,200,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,510,34.0,False,False,False,0.0294117647058823,0.4956521739130435,True,0.0,,510.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
146,201,201,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,7033,354.0,False,False,False,0.0028248587570621,0.1206896551724138,True,0.0,,7033.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
147,205,205,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,9363,33.0,False,False,False,0.0303030303030303,0.1506849315068493,True,2.0,,9361.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
148,206,206,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9113,502.0,False,False,False,0.0019920318725099,0.123076923076923,False,0.0,,9113.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
149,207,207,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,5971,409.0,False,False,False,0.0024449877750611,0.0597014925373134,True,0.0,,5971.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
150,208,208,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9633,355.0,False,False,False,0.0028169014084507,0.1379310344827586,True,0.0,,9633.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
151,209,209,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9092,127.0,False,False,False,0.0078740157480314,0.3695652173913043,True,0.0,,9092.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
152,210,210,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6490,4.0,False,True,True,0.25,1.0,True,0.0,,6490.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
153,211,211,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9668,1267.0,False,False,False,0.0007892659826361,0.088235294117647,True,0.0,,9668.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
154,212,212,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9580,5656.0,False,False,False,0.0001768033946251,0.2653061224489796,True,0.0,,9580.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
155,213,213,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9069,2609.0,False,False,False,0.000383288616328,0.1184210526315789,True,0.0,,9069.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
156,214,214,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,1846,9.0,False,False,True,0.1111111111111111,0.106060606060606,False,1.0,,1845.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
157,215,215,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9453,280.0,False,False,False,0.0035714285714285,0.1645569620253164,True,0.0,,9453.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
158,216,216,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,5420,701.0,False,False,False,0.0014265335235378,0.1971830985915492,True,0.0,,5420.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
159,218,218,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,7363,242.0,False,False,False,0.0041322314049586,0.1690140845070422,True,2.0,,7361.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
160,219,219,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,3155,8.0,False,False,True,0.125,0.6923076923076923,True,0.0,,3155.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
161,220,220,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9633,81.0,False,False,False,0.0123456790123456,0.1,True,0.0,,9633.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
162,221,221,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9150,192.0,False,False,False,0.0052083333333333,0.1354166666666666,True,0.0,,9150.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
163,222,222,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9240,27.0,False,False,False,0.037037037037037,0.0909090909090909,False,0.0,,9240.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
164,223,223,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,9012,6.0,False,False,True,0.1666666666666666,0.1012658227848101,True,1.0,,9011.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
165,224,224,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,2730,5.0,False,True,True,0.2,1.0,True,0.0,,2730.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
166,225,225,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6158,49.0,False,False,False,0.0204081632653061,0.1791044776119403,False,0.0,,6158.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
167,226,226,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,9691,336.0,False,False,False,0.0029761904761904,0.1044776119402985,True,1.0,,9690.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
168,227,227,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1329,622.0,False,False,False,0.0016077170418006,0.1195652173913043,True,0.0,,1329.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
169,228,228,iceberg,ICEBERG,ICEBERG harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6956,4.0,False,True,True,0.25,1.0,True,0.0,,6956.0,,,Use only matched 170-query filtered ICEBERG files; off-manifest shard rows excluded; candidate-level prediction failures audited.
0,0,0,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1241,139.0,False,False,False,0.0071942446043165,0.1276595744680851,True,0.0,,1241.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
1,3,3,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,8524,949.0,False,False,False,0.0010537407797681,0.141025641025641,True,0.0,,8524.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
2,4,4,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,7594,2495.0,False,False,False,0.0004008016032064,0.1272727272727272,False,0.0,,7594.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
3,5,5,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1074,609.0,False,False,False,0.0016420361247947,0.0677966101694915,False,0.0,,1074.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
4,6,6,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1524,141.0,False,False,False,0.0070921985815602,0.1683168316831683,True,0.0,,1524.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
5,7,7,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,7016,370.0,False,False,False,0.0027027027027027,0.2352941176470588,True,0.0,,7016.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
6,9,9,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,8632,3582.0,False,False,False,0.0002791736460078,0.1875,True,2.0,,8630.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
7,10,10,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,2797,1439.0,False,False,False,0.0006949270326615,0.0919540229885057,False,7.0,,2790.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
8,11,11,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6368,1771.0,False,False,False,0.0005646527385657,0.0961538461538461,False,0.0,,6368.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
9,12,12,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9462,9091.0,False,False,False,0.0001099989000109,0.275,True,0.0,,9462.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
10,15,15,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,4775,3737.0,False,False,False,0.0002675943270002,0.0852713178294573,False,0.0,,4775.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
11,16,16,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,103,23.0,False,False,False,0.0434782608695652,0.0975609756097561,True,0.0,,103.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
12,17,17,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9564,1855.0,False,False,False,0.0005390835579514,0.0967741935483871,False,0.0,,9564.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
13,18,18,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,6548,1284.0,False,False,False,0.0007788161993769,0.0980392156862745,True,0.0,,6548.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
14,21,21,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,5615,55.0,False,False,False,0.0181818181818181,0.2040816326530612,True,2.0,,5613.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
15,22,22,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,6294,5111.0,False,False,False,0.0001956564273136,0.1403508771929824,True,4.0,,6290.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
16,23,23,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,5745,1110.0,False,False,False,0.0009009009009009,0.0845070422535211,True,0.0,,5745.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
17,24,24,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,5015,1001.0,False,False,False,0.0009990009990009,0.0909090909090909,False,12.0,,5003.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
18,25,25,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9778,98.0,False,False,False,0.010204081632653,0.0793650793650793,True,0.0,,9778.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
19,26,26,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,8521,4114.0,False,False,False,0.0002430724355858,0.131578947368421,True,0.0,,8521.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
20,27,27,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,3327,1611.0,False,False,False,0.0006207324643078,0.0725806451612903,False,0.0,,3327.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
21,29,29,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,8062,955.0,False,False,False,0.0010471204188481,0.0865384615384615,False,0.0,,8062.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
22,31,31,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9668,6917.0,False,False,False,0.0001445713459592,0.2037037037037037,True,0.0,,9668.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
23,34,34,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,457,76.0,False,False,False,0.0131578947368421,0.0357142857142857,True,1.0,,456.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
24,35,35,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,233,38.0,False,False,False,0.0263157894736842,0.1096774193548387,False,0.0,,233.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
25,37,37,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,8957,1946.0,False,False,False,0.000513874614594,0.0833333333333333,True,0.0,,8957.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
26,38,38,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9532,3473.0,False,False,False,0.0002879355024474,0.0806451612903225,True,0.0,,9532.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
27,39,39,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,859,525.0,False,False,False,0.0019047619047619,0.0625,True,0.0,,859.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
28,40,40,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,7695,988.0,False,False,False,0.0010121457489878,0.0980392156862745,False,0.0,,7695.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
29,41,41,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,5158,987.0,False,False,False,0.0010131712259371,0.0943396226415094,False,0.0,,5158.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
30,42,42,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9484,715.0,False,False,False,0.0013986013986013,0.17,True,0.0,,9484.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
31,43,43,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,8937,2190.0,False,False,False,0.0004566210045662,0.0714285714285714,True,0.0,,8937.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
32,46,46,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,960,575.0,False,False,False,0.0017391304347826,0.0975609756097561,True,4.0,,956.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
33,48,48,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9066,123.0,False,False,False,0.008130081300813,0.1411764705882353,True,0.0,,9066.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
34,50,50,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1506,1378.0,False,False,False,0.0007256894049346,0.1025641025641025,False,0.0,,1506.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
35,51,51,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,558,97.0,False,False,False,0.0103092783505154,0.0961538461538461,False,0.0,,558.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
36,53,53,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,1206,1000.0,False,False,False,0.001,0.0416666666666666,True,0.0,,1206.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
37,54,54,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,partial_prediction_failures,,6814,1111.0,False,False,False,0.0009000900090009,0.1186440677966101,True,2.0,,6812.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
38,55,55,massformer,MassFormer,MassFormer harmonized candidate-set rerun,completed_with_candidate_prediction_failures,completed,,9288,294.0,False,False,False,0.0034013605442176,0.1463414634146341,True,0.0,,9288.0,,,"Query rows complete, but candidate-level prediction failures must be reported."
